cust_id,gender,age,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,StreamingTV,StreamingMovies,Contract,MonthlyCharges,TotalCharges,Churn
531,Male,24,55,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,74,4052.4,No
6537,Female,31,16,No,No phone service,DSL,Yes,No,No,Yes,No,Month-to-month,38.9,664.4,No
2688,Male,38,9,Yes,No,Fiber optic,No,No,No,No,Yes,Month-to-month,79.55,718.55,No
7683,Male,32,14,Yes,No,DSL,Yes,Yes,No,Yes,No,Month-to-month,65.45,937.6,Yes
946,Male,67,58,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Month-to-month,98.7,5812.6,Yes
3160,Male,56,53,No,No phone service,DSL,Yes,Yes,No,No,Yes,Month-to-month,46.3,2546.85,No
1325,Male,61,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Two year,99.35,6944.5,No
916,Female,27,14,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Month-to-month,95.8,1346.3,No
628,Male,47,22,Yes,No,DSL,Yes,No,Yes,Yes,No,One year,67.5,1544.05,Yes
5606,Female,46,10,Yes,Yes,Fiber optic,Yes,No,No,No,No,Month-to-month,78.15,765.15,No
6199,Female,30,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,26.1,692.55,No
7665,Female,20,1,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,69.6,69.6,Yes
112,Male,48,49,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,One year,84.35,4059.35,Yes
324,Female,41,68,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Month-to-month,100.2,6851.65,Yes
2777,Female,26,1,Yes,No,Fiber optic,No,No,No,Yes,No,Month-to-month,78.05,78.05,Yes
5640,Female,27,30,No,No phone service,DSL,No,No,No,No,Yes,One year,40.35,1187.05,No
2235,Female,30,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Two year,79.2,5401.9,No
3847,Female,35,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.9,247,No
1196,Male,21,7,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,73.6,520,Yes
4282,Female,36,9,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,74.75,706.6,Yes
1453,Female,36,1,Yes,No,DSL,Yes,No,No,No,No,Month-to-month,49.9,49.9,No
8263,Female,20,20,Yes,Yes,DSL,No,Yes,No,No,Yes,Month-to-month,68.9,1370.35,No
670,Female,45,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.25,20.25,No
2476,Female,23,29,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,76,2215.25,No
8687,Male,24,1,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,74,74,No
641,Male,24,3,Yes,No,Fiber optic,Yes,No,No,No,No,Month-to-month,82.3,214.4,No
829,Female,55,20,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Month-to-month,89.4,1871.15,No
9974,Male,66,64,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Month-to-month,99.15,6171.2,No
5356,Male,63,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.2,20.2,Yes
6624,Female,43,6,No,No phone service,DSL,Yes,No,No,No,No,Month-to-month,29.45,161.45,No
608,Male,64,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,19.8,1013.2,No
9780,Male,37,6,Yes,No,DSL,Yes,No,No,No,Yes,Month-to-month,59.15,336.7,No
1919,Male,26,7,Yes,No,DSL,No,No,No,No,No,Month-to-month,44.75,333.65,No
5214,Male,48,72,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Two year,90.8,6511.8,No
3345,Male,51,8,Yes,No,DSL,No,Yes,No,No,No,Month-to-month,49.55,393.45,No
5055,Female,19,67,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Two year,106.7,7009.5,No
9189,Female,65,24,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Month-to-month,93.55,2264.05,Yes
2190,Female,28,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Two year,94.45,6921.7,No
2650,Male,57,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,19.45,600.25,No
746,Male,30,2,No,No phone service,DSL,No,No,No,No,No,Month-to-month,25.05,56.35,Yes
5208,Male,60,70,Yes,No,DSL,Yes,Yes,No,No,Yes,Two year,67.95,4664.15,No
7184,Female,30,22,Yes,No,DSL,No,Yes,Yes,Yes,No,One year,65.25,1441.8,No
6627,Female,16,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Month-to-month,99.45,5623.7,No
3982,Male,39,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,20.35,695.85,No
1574,Female,54,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,19.95,1028.75,No
7247,Male,48,53,Yes,Yes,DSL,Yes,No,Yes,Yes,No,One year,77.4,4155.95,No
2466,Female,51,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,19.7,395.6,No
6211,Male,49,63,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Two year,99.7,6330.4,No
4826,Female,57,40,Yes,No,Fiber optic,No,Yes,No,No,No,Month-to-month,74.8,2971.7,No
6016,Male,39,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,19.15,638,No
9138,Male,52,26,Yes,No,Fiber optic,No,No,No,No,Yes,One year,78.95,2034.25,No
576,Male,40,27,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Month-to-month,95.55,2510.2,Yes
4632,Male,68,53,Yes,No,DSL,Yes,Yes,No,No,No,One year,62.85,3419.5,No
8910,Male,61,34,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,71.55,2427.35,No
3452,Female,64,19,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Month-to-month,94.95,1760.25,No
2716,Male,24,43,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Month-to-month,86.1,3551.65,No
3724,Male,20,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.55,122.9,No
8626,Male,39,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,24.8,1424.2,No
4628,Male,52,57,No,No phone service,DSL,No,Yes,No,Yes,No,Month-to-month,39.3,2111.45,Yes
3192,Male,68,34,Yes,No,Fiber optic,No,No,Yes,Yes,No,Month-to-month,84.05,2909.95,No
4439,Female,52,10,No,No phone service,DSL,No,Yes,No,No,No,Month-to-month,36.25,374,No
2876,Female,45,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.25,20.25,Yes
6834,Female,45,13,No,No phone service,DSL,No,No,No,No,No,Month-to-month,23.9,300.8,Yes
2208,Male,43,56,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Month-to-month,98.6,5581.05,No
3005,Female,31,55,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Month-to-month,103.65,5676.65,No
8670,Female,37,36,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Two year,92.9,3379.25,No
3079,Male,70,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,19.9,942.95,No
7777,Female,63,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.1,232.4,No
5597,Female,23,1,Yes,No,Fiber optic,No,No,Yes,Yes,No,Month-to-month,85.45,85.45,Yes
7278,Male,70,24,Yes,Yes,Fiber optic,No,Yes,No,No,No,Month-to-month,80.5,2088.45,No
2748,Female,58,63,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,One year,99.9,6137,Yes
8450,Female,64,35,No,No phone service,DSL,No,No,Yes,Yes,No,Month-to-month,39.85,1434.6,No
2969,Female,55,67,Yes,No,DSL,Yes,Yes,No,No,No,One year,60.5,3870,No
4822,Male,26,25,Yes,Yes,Fiber optic,No,No,No,No,Yes,Month-to-month,84.8,2043.45,Yes
7181,Male,66,21,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Month-to-month,103.85,2215,No
8474,Female,48,13,Yes,No,DSL,Yes,Yes,No,No,Yes,Month-to-month,67.8,842.25,No
9821,Male,41,35,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,75.2,2576.2,Yes
3836,Male,60,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,24.85,1901,No
9142,Female,48,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.35,601.6,No
6559,Male,18,71,No,No phone service,DSL,No,Yes,No,Yes,Yes,Two year,49.35,3515.25,Yes
187,Male,21,7,Yes,No,Fiber optic,No,No,No,Yes,Yes,Month-to-month,89,605.45,No
7733,Female,57,57,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Month-to-month,55,3094.05,No
2649,Male,29,65,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Two year,76.15,4929.55,No
5214,Male,61,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,20.3,595.05,No
4229,Male,21,6,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,74.9,469.8,Yes
6904,Female,19,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Two year,117.35,8436.25,No
2465,Male,36,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.75,19.75,No
1685,Male,29,11,Yes,No,DSL,No,No,No,No,No,Month-to-month,45.2,492,No
8874,Male,16,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,25.2,987.95,No
6917,Female,33,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Month-to-month,89.75,5496.9,No
5049,Male,65,26,Yes,No,DSL,Yes,No,No,Yes,Yes,One year,75,1908.35,No
4223,Male,49,2,Yes,No,DSL,No,No,Yes,No,No,Month-to-month,49.95,107.1,No
769,Female,70,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Two year,65.7,4575.35,No
9253,Male,32,65,Yes,Yes,DSL,Yes,Yes,Yes,No,No,One year,67.05,4309.55,No
7030,Male,17,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Two year,110.9,7922.75,No
9741,Male,41,6,Yes,Yes,Fiber optic,No,No,No,No,Yes,Month-to-month,87.95,522.35,No
5917,Male,55,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,19.8,587.7,No
5120,Female,40,50,Yes,Yes,DSL,No,No,Yes,Yes,Yes,One year,75.7,3876.2,No
1194,Male,60,61,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Two year,62.15,3778.85,No
3663,Female,18,15,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Month-to-month,101.25,1457.25,Yes
906,Male,22,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Two year,115.15,8349.45,No
9025,Male,42,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,18.95,185.6,Yes
1905,Female,25,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.5,19.5,No
7858,Female,48,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Month-to-month,86.55,1066.9,No
3285,Female,17,37,No,No phone service,DSL,No,No,No,No,No,Month-to-month,28.6,973.55,Yes
6248,Male,48,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,20.4,1226.45,No
4685,Male,49,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,19.8,342.3,No
3470,Male,38,21,Yes,No,DSL,No,No,No,No,No,Month-to-month,45.65,985.05,No
1209,Male,31,68,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Two year,56.4,3948.45,No
8224,Male,43,12,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,73.3,828.05,No
5482,Female,65,2,No,No phone service,DSL,No,No,No,No,No,Month-to-month,24.35,41.85,Yes
4553,Female,42,62,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Month-to-month,101.35,6164.7,No
4902,Female,40,29,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Month-to-month,98.65,2862.75,Yes
6917,Male,44,1,No,No phone service,DSL,No,Yes,No,No,No,Month-to-month,33.6,33.6,No
495,Male,52,5,Yes,Yes,Fiber optic,No,No,Yes,No,No,Month-to-month,79.9,343.95,Yes
8620,Female,53,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.7,20.7,No
7572,Male,39,62,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Two year,104.05,6590.5,No
2642,Female,56,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,20.25,717.95,No
2357,Female,23,28,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Month-to-month,103.3,2890.65,Yes
7103,Female,60,69,Yes,Yes,DSL,Yes,Yes,No,Yes,No,One year,73.7,4885.85,No
3737,Female,52,11,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Month-to-month,96.2,1222.05,Yes
2027,Female,33,63,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Month-to-month,108.75,6871.7,No
7137,Male,41,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,20.15,405.6,No
2428,Male,40,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.75,208.25,No
2961,Female,44,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,25.95,1801.9,No
1768,Female,30,45,Yes,Yes,DSL,Yes,No,No,No,Yes,Month-to-month,70.05,3062.45,No
6963,Female,60,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,24.05,1764.75,No
5934,Female,61,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,Month-to-month,84.75,1816.75,No
1207,Female,50,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,23.05,1255.1,No
4088,Male,39,55,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,One year,104.15,5743.05,Yes
8316,Female,33,65,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Two year,59.95,3921.1,No
1166,Female,49,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,19.55,1463.45,No
3146,Male,37,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,19.6,189.45,No
4291,Female,66,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,20.05,96.8,No
4395,Male,31,5,Yes,No,Fiber optic,No,Yes,No,No,Yes,Month-to-month,85.55,408.5,No
6427,Female,70,24,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Two year,78.6,1846.65,No
17,Female,60,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Two year,116.8,8456.75,No
8706,Male,27,21,No,No phone service,DSL,Yes,No,No,Yes,No,Month-to-month,43.55,1011.5,No
9955,Male,66,69,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,One year,60.8,4263.4,No
4385,Male,31,44,Yes,No,DSL,No,Yes,No,No,No,Month-to-month,54.9,2549.1,No
5446,Female,44,61,Yes,Yes,DSL,No,No,Yes,Yes,No,One year,65.2,3965.05,No
2034,Male,21,24,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Month-to-month,102.95,2496.7,Yes
5797,Female,29,1,Yes,No,Fiber optic,No,No,No,Yes,Yes,Month-to-month,90.6,90.6,Yes
3683,Female,52,6,Yes,No,DSL,No,No,No,No,No,Month-to-month,50.8,288.05,Yes
4228,Male,61,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Month-to-month,90.05,368.1,Yes
9031,Male,30,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Two year,108.2,7840.6,No
2990,Male,43,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Two year,92,6632.75,No
8107,Male,44,14,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,75.1,1013.35,No
9027,Male,26,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,25.05,152.95,No
5176,Female,31,48,Yes,No,Fiber optic,No,Yes,No,No,No,One year,75.15,3772.65,No
4644,Male,32,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,19.5,1026.35,No
7926,Male,31,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.3,19.3,No
6480,Male,26,45,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,One year,112.2,5031.85,No
4029,Male,35,3,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,70.3,220.4,No
7602,Female,40,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,19.6,1416.5,No
5345,Male,37,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.25,158.35,No
3519,Female,23,3,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,75.85,256.6,Yes
5457,Male,46,69,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Two year,80.65,5542.55,No
6416,Male,17,1,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,68.5,68.5,Yes
5451,Female,49,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Two year,115.75,8443.7,No
5108,Male,39,11,Yes,No,Fiber optic,Yes,No,No,No,No,Month-to-month,73.5,791.75,Yes
7998,Male,49,71,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Two year,80.6,5708.2,No
3066,Female,29,1,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,69.95,69.95,Yes
4664,Female,50,33,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Two year,59.55,2016.3,No
307,Female,23,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,19.05,326.65,No
7629,Female,67,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,One year,95.65,5471.75,No
2542,Female,17,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.95,19.95,No
6715,Male,33,5,Yes,No,DSL,No,No,Yes,Yes,Yes,Month-to-month,70.05,346.4,Yes
5016,Male,45,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,19.4,1061.6,No
6481,Male,24,56,No,No phone service,DSL,No,Yes,Yes,No,No,One year,36.1,1971.5,No
1567,Male,40,8,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Month-to-month,94,773.65,Yes
2150,Female,18,22,Yes,No,DSL,Yes,Yes,Yes,No,No,Month-to-month,61.15,1422.05,Yes
6124,Female,50,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.75,19.75,No
9362,Female,41,40,Yes,No,DSL,Yes,No,No,Yes,No,Month-to-month,64.1,2460.35,No
9975,Male,21,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,19.75,856.5,No
9625,Male,68,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,19.7,1275.85,No
5153,Male,41,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Two year,110.2,7467.5,No
5161,Male,26,69,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Two year,106.35,7261.75,No
1020,Female,17,56,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Month-to-month,90.55,5116.6,No
7919,Female,20,10,Yes,No,DSL,No,Yes,Yes,No,Yes,One year,65.9,660.05,No
565,Male,21,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,One year,104.5,6590.8,No
6867,Female,45,24,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Two year,52.5,1208.15,No
5939,Female,18,19,Yes,Yes,DSL,No,No,Yes,No,No,Month-to-month,56.1,1033.9,No
9054,Male,50,22,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Month-to-month,88.75,1885.15,No
2683,Male,65,29,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Month-to-month,84.45,2467.1,Yes
2157,Male,55,13,Yes,Yes,DSL,No,No,Yes,Yes,Yes,One year,75.3,989.45,Yes
8207,Female,20,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,26,2006.95,No
9732,Female,28,49,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Month-to-month,99.4,5025,No
9360,Female,25,43,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,One year,109.55,4830.25,Yes
1087,Female,35,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.6,59.75,Yes
5269,Male,40,42,Yes,No,DSL,No,No,Yes,Yes,Yes,One year,73.15,3088.25,No
6195,Male,62,57,Yes,No,DSL,No,Yes,No,No,No,One year,54.65,3134.7,No
5485,Male,20,2,Yes,No,DSL,Yes,No,Yes,Yes,No,Month-to-month,66.4,94.55,Yes
2121,Female,37,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Two year,115.55,8312.4,No
8818,Female,61,46,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Month-to-month,104.45,4863.85,No
2632,Male,53,66,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Month-to-month,100.05,6871.9,Yes
5445,Male,30,62,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,One year,102,6529.25,Yes
1227,Female,47,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Two year,91.15,6637.9,No
5198,Male,25,35,Yes,No,Fiber optic,No,Yes,No,Yes,No,One year,89.7,3165.6,No
9170,Male,33,17,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Month-to-month,90.2,1454.15,Yes
2167,Female,25,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Two year,92.4,6786.1,No
2819,Female,66,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,19.9,543,No
1043,Male,21,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,25.15,1327.15,Yes
3814,Female,39,31,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,79.85,2404.15,Yes
3572,Male,26,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,18.85,867.3,No
2692,Female,45,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,25.75,25.75,No
1226,Female,62,2,Yes,No,DSL,No,Yes,No,No,No,Month-to-month,49.6,114.7,Yes
5955,Female,53,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.95,109.5,No
6821,Female,41,48,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,One year,97.05,4692.95,No
8815,Male,16,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,25.4,546.85,No
9135,Male,52,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,19.7,1274.05,No
8582,Male,24,50,No,No phone service,DSL,Yes,Yes,No,No,No,Month-to-month,35,1782.4,No
5811,Female,63,52,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,One year,101.25,5301.1,No
7044,Male,55,4,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,70.2,280.35,No
8189,Female,32,32,Yes,No,Fiber optic,No,No,No,Yes,Yes,Month-to-month,90.95,2897.95,No
1506,Male,60,45,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Two year,73.85,3371,No
4123,Male,41,9,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Month-to-month,88.05,801.3,No
6425,Female,53,66,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,One year,105.95,6975.25,Yes
5442,Male,50,3,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Month-to-month,91.85,257.05,Yes
2228,Female,45,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,20.1,1079.45,No
7734,Female,67,1,No,No phone service,DSL,No,No,No,Yes,No,Month-to-month,40.1,40.1,Yes
2789,Female,24,64,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Two year,110.3,6997.3,No
2091,Female,67,31,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,73.9,2217.15,Yes
2114,Female,70,14,Yes,No,Fiber optic,No,No,No,Yes,Yes,Month-to-month,89.8,1129.1,Yes
7596,Female,62,12,Yes,No,Fiber optic,Yes,No,No,Yes,No,One year,85.15,979.05,No
3740,Male,60,67,Yes,No,DSL,Yes,Yes,No,No,No,One year,60.95,4119.4,No
4489,Female,39,35,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Month-to-month,72.25,2568.55,Yes
2192,Female,31,45,Yes,Yes,DSL,Yes,No,No,No,Yes,Two year,73.55,3349.1,No
5651,Male,64,10,Yes,No,DSL,No,No,No,No,No,Month-to-month,46,492.1,No
2186,Female,64,29,Yes,Yes,DSL,Yes,Yes,No,No,No,Month-to-month,58.55,1718.95,No
1131,Female,32,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,24.6,605.25,No
7729,Male,31,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,19.75,1344.5,No
9134,Male,31,51,Yes,No,Fiber optic,Yes,No,No,Yes,No,One year,86.35,4267.15,No
3284,Female,24,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,25.5,1121.05,No
9732,Female,16,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,19,918.7,No
559,Female,52,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,19.55,521.8,No
2931,Male,66,40,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Month-to-month,110.1,4469.1,No
6899,Female,43,37,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Month-to-month,96.55,3580.3,Yes
7504,Male,47,25,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,69.75,1729.35,No
2582,Female,40,22,No,No phone service,DSL,No,No,Yes,Yes,Yes,Month-to-month,50.6,1073.3,No
8908,Male,47,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Two year,65.6,4566.5,No
2187,Female,55,7,No,No phone service,DSL,No,Yes,No,No,Yes,Month-to-month,40.1,293.3,Yes
1431,Male,32,33,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Two year,82.1,2603.1,No
6288,Female,61,23,Yes,No,Fiber optic,No,Yes,No,No,No,Month-to-month,79.1,1783.75,No
4597,Male,26,24,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Month-to-month,101.25,2440.15,Yes
9019,Female,43,1,Yes,No,Fiber optic,No,No,No,Yes,No,Month-to-month,79.55,79.55,Yes
8413,Male,40,69,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Two year,90.65,6322.1,No
5808,Female,58,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,20.55,57.4,No
4369,Male,17,56,Yes,No,DSL,No,Yes,No,Yes,Yes,One year,75.75,4284.65,No
6333,Male,52,65,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,One year,110,7138.65,No
5324,Male,41,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,20.85,1539.75,No
